Ligands	Receptors	source	Organism	Ligands_bchi	Receptors_bchi	Ligands_atha_symbol	Ligands_atha_description	Receptors_atha_symbol	Receptors_atha_description
AT1G80080	AT1G21270	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G017490	TMM	Leucine-rich repeat (LRR) family protein	WAK2	wall-associated kinase 2
AT1G74200	AT1G21270	orthologs	Arabidopsis thaliana	Bch07G031560	Bch07G017490	RLP16	receptor like protein 16	WAK2	wall-associated kinase 2
AT2G30870	AT1G21270	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G017490	GSTF10	glutathione S-transferase PHI 10	WAK2	wall-associated kinase 2
AT5G56000	AT1G21270	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G017490	Hsp81.4	HEAT SHOCK PROTEIN 81.4	WAK2	wall-associated kinase 2
AT2G30860	AT1G21270	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G017490	GSTF9	glutathione S-transferase PHI 9	WAK2	wall-associated kinase 2
AT1G02920	AT1G21270	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G017490	GSTF7	glutathione S-transferase 7	WAK2	wall-associated kinase 2
AT3G28890	AT1G21270	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G017490	RLP43	receptor like protein 43	WAK2	wall-associated kinase 2
AT5G56030	AT1G21270	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G017490	HSP81-2	heat shock protein 81-2	WAK2	wall-associated kinase 2
AT1G17240	AT1G21270	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G017490	None	receptor like protein 2	WAK2	wall-associated kinase 2
AT2G26300	AT1G21270	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G017490	GP ALPHA 1	G protein alpha subunit 1	WAK2	wall-associated kinase 2
AT2G36170	AT1G21270	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G017490	UBQ2	60S ribosomal protein L40-1	WAK2	wall-associated kinase 2
AT5G56010	AT1G21270	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G017490	HSP81-3	heat shock protein 81-3	WAK2	wall-associated kinase 2
AT2G47730	AT1G21270	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G017490	GSTF8	glutathione S-transferase phi 8	WAK2	wall-associated kinase 2
AT4G02890	AT1G21270	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G017490	UBQ14	Ubiquitin family protein	WAK2	wall-associated kinase 2
AT3G62760	AT1G21270	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G017490	ATGSTF13	Glutathione S-transferase family protein	WAK2	wall-associated kinase 2
AT1G02940	AT1G21270	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G017490	None	glutathione S-transferase (class phi) 5	WAK2	wall-associated kinase 2
AT5G06860	AT1G21270	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G017490	PGIP1	polygalacturonase inhibiting protein 1	WAK2	wall-associated kinase 2
AT3G12145	AT1G21270	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G017490	FLR1	Leucine-rich repeat (LRR) family protein	WAK2	wall-associated kinase 2
AT1G70490	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G045850	Bch09G064140	ARFA1D	Ras-related small GTP-binding family protein	None	Wall-associated kinase family protein
AT5G56010	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G013980	Bch09G064140	HSP81-3	heat shock protein 81-3	None	Wall-associated kinase family protein
AT1G23410	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G045950	Bch09G064140	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	None	Wall-associated kinase family protein
AT1G02950	AT1G17910	orthologs	Arabidopsis thaliana	Bch10G002550	Bch09G064140	None	glutathione S-transferase F4	None	Wall-associated kinase family protein
AT2G02930	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G002040	Bch09G064140	GSTF3	glutathione S-transferase F3	None	Wall-associated kinase family protein
AT2G47110	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G059060	Bch09G064140	UBQ6	ubiquitin 6	None	Wall-associated kinase family protein
AT2G36170	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G050580	Bch09G064140	UBQ2	60S ribosomal protein L40-1	None	Wall-associated kinase family protein
AT2G42800	AT1G17910	orthologs	Arabidopsis thaliana	Bch05G003450	Bch09G064140	RLP29	receptor like protein 29	None	Wall-associated kinase family protein
AT2G30870	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G017530	Bch09G064140	GSTF10	glutathione S-transferase PHI 10	None	Wall-associated kinase family protein
AT3G23010	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G006840	Bch09G064140	RLP36	receptor like protein 36	None	Wall-associated kinase family protein
AT5G17220	AT1G17910	orthologs	Arabidopsis thaliana	Bch10G025700	Bch09G064140	GSTF12	glutathione S-transferase phi 12	None	Wall-associated kinase family protein
AT5G06870	AT1G17910	orthologs	Arabidopsis thaliana	Bch10G033220	Bch09G064140	PGIP2	polygalacturonase inhibiting protein 2	None	Wall-associated kinase family protein
AT1G02940	AT1G17910	orthologs	Arabidopsis thaliana	Bch10G002530	Bch09G064140	None	glutathione S-transferase (class phi) 5	None	Wall-associated kinase family protein
AT1G02930	AT1G17910	orthologs	Arabidopsis thaliana	Bch08G040400	Bch09G064140	GSTF6	glutathione S-transferase 6	None	Wall-associated kinase family protein
AT2G47730	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G026370	Bch09G064140	GSTF8	glutathione S-transferase phi 8	None	Wall-associated kinase family protein
AT3G52590	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G050580	Bch09G064140	UBQ1	ubiquitin extension protein 1	None	Wall-associated kinase family protein
AT4G05320	AT1G17910	orthologs	Arabidopsis thaliana	Bch08G019540	Bch09G064140	UBQ10	polyubiquitin 10	None	Wall-associated kinase family protein
AT2G26300	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G060110	Bch09G064140	GP ALPHA 1	G protein alpha subunit 1	None	Wall-associated kinase family protein
AT1G74200	AT1G17910	orthologs	Arabidopsis thaliana	Bch07G031560	Bch09G064140	RLP16	receptor like protein 16	None	Wall-associated kinase family protein
AT4G02520	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G002040	Bch09G064140	GSTF2	glutathione S-transferase PHI 2	None	Wall-associated kinase family protein
AT5G03240	AT1G17910	orthologs	Arabidopsis thaliana	Bch10G036360	Bch09G064140	UBQ3	polyubiquitin 3	None	Wall-associated kinase family protein
AT1G17250	AT1G17910	orthologs	Arabidopsis thaliana	Bch08G033780	Bch09G064140	RLP3	receptor like protein 3	None	Wall-associated kinase family protein
AT5G06860	AT1G17910	orthologs	Arabidopsis thaliana	Bch10G033240	Bch09G064140	PGIP1	polygalacturonase inhibiting protein 1	None	Wall-associated kinase family protein
AT3G28890	AT1G17910	orthologs	Arabidopsis thaliana	Bch04G022630	Bch09G064140	RLP43	receptor like protein 43	None	Wall-associated kinase family protein
AT5G56030	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G013980	Bch09G064140	HSP81-2	heat shock protein 81-2	None	Wall-associated kinase family protein
AT4G24190	AT1G17910	orthologs	Arabidopsis thaliana	Bch01G015890	Bch09G064140	SHD	Chaperone protein htpG family protein	None	Wall-associated kinase family protein
AT1G02920	AT1G17910	orthologs	Arabidopsis thaliana	Bch08G040400	Bch09G064140	GSTF7	glutathione S-transferase 7	None	Wall-associated kinase family protein
AT1G17240	AT1G17910	orthologs	Arabidopsis thaliana	Bch07G040930	Bch09G064140	None	receptor like protein 2	None	Wall-associated kinase family protein
AT3G62250	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G059060	Bch09G064140	UBQ5	ubiquitin 5	None	Wall-associated kinase family protein
AT3G62760	AT1G17910	orthologs	Arabidopsis thaliana	Bch04G000600	Bch09G064140	ATGSTF13	Glutathione S-transferase family protein	None	Wall-associated kinase family protein
AT1G49860	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G010940	Bch09G064140	GSTF14	glutathione S-transferase (class phi) 14	None	Wall-associated kinase family protein
AT3G12145	AT1G17910	orthologs	Arabidopsis thaliana	Bch01G044450	Bch09G064140	FLR1	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT5G52640	AT1G17910	orthologs	Arabidopsis thaliana	Bch02G014580	Bch09G064140	HSP90.1	heat shock-like protein	None	Wall-associated kinase family protein
AT1G23490	AT1G17910	orthologs	Arabidopsis thaliana	Bch09G045850	Bch09G064140	ARF1	ADP-ribosylation factor 1	None	Wall-associated kinase family protein
AT2G30860	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G017520	Bch09G064140	GSTF9	glutathione S-transferase PHI 9	None	Wall-associated kinase family protein
AT4G05050	AT1G17910	orthologs	Arabidopsis thaliana	Bch08G019540	Bch09G064140	UBQ11	ubiquitin 11	None	Wall-associated kinase family protein
AT1G68090	AT1G17910	orthologs	Arabidopsis thaliana	Bch02G020370	Bch09G064140	ANN5	annexin 5	None	Wall-associated kinase family protein
AT3G12610	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G038190	Bch09G064140	DRT100	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT5G56000	AT1G17910	orthologs	Arabidopsis thaliana	Bch03G013980	Bch09G064140	Hsp81.4	HEAT SHOCK PROTEIN 81.4	None	Wall-associated kinase family protein
AT5G37640	AT1G17910	orthologs	Arabidopsis thaliana	Bch01G040140	Bch09G064140	UBQ9	ubiquitin 9	None	Wall-associated kinase family protein
AT1G80080	AT1G17910	orthologs	Arabidopsis thaliana	Bch07G028460	Bch09G064140	TMM	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT3G03190	AT1G17910	orthologs	Arabidopsis thaliana	Bch05G048980	Bch09G064140	GSTF11	glutathione S-transferase F11	None	Wall-associated kinase family protein
AT1G13230	AT1G17910	orthologs	Arabidopsis thaliana	Bch06G045180	Bch09G064140	ExLRR2	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT4G02890	AT1G17910	orthologs	Arabidopsis thaliana	Bch08G019540	Bch09G064140	UBQ14	Ubiquitin family protein	None	Wall-associated kinase family protein
AT5G03240	AT1G19390	orthologs	Arabidopsis thaliana	Bch10G036360	Bch06G016090	UBQ3	polyubiquitin 3	WAKL11	Wall-associated kinase family protein
AT3G23010	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G006840	Bch06G016090	RLP36	receptor like protein 36	WAKL11	Wall-associated kinase family protein
AT5G52640	AT1G19390	orthologs	Arabidopsis thaliana	Bch02G014580	Bch06G016090	HSP90.1	heat shock-like protein	WAKL11	Wall-associated kinase family protein
AT1G74200	AT1G19390	orthologs	Arabidopsis thaliana	Bch07G031560	Bch06G016090	RLP16	receptor like protein 16	WAKL11	Wall-associated kinase family protein
AT1G17240	AT1G19390	orthologs	Arabidopsis thaliana	Bch07G040930	Bch06G016090	None	receptor like protein 2	WAKL11	Wall-associated kinase family protein
AT1G49860	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G010940	Bch06G016090	GSTF14	glutathione S-transferase (class phi) 14	WAKL11	Wall-associated kinase family protein
AT5G06870	AT1G19390	orthologs	Arabidopsis thaliana	Bch10G033220	Bch06G016090	PGIP2	polygalacturonase inhibiting protein 2	WAKL11	Wall-associated kinase family protein
AT2G02930	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G002040	Bch06G016090	GSTF3	glutathione S-transferase F3	WAKL11	Wall-associated kinase family protein
AT1G02920	AT1G19390	orthologs	Arabidopsis thaliana	Bch08G040400	Bch06G016090	GSTF7	glutathione S-transferase 7	WAKL11	Wall-associated kinase family protein
AT4G02890	AT1G19390	orthologs	Arabidopsis thaliana	Bch08G019540	Bch06G016090	UBQ14	Ubiquitin family protein	WAKL11	Wall-associated kinase family protein
AT2G42800	AT1G19390	orthologs	Arabidopsis thaliana	Bch05G003450	Bch06G016090	RLP29	receptor like protein 29	WAKL11	Wall-associated kinase family protein
AT2G47110	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G059060	Bch06G016090	UBQ6	ubiquitin 6	WAKL11	Wall-associated kinase family protein
AT4G05050	AT1G19390	orthologs	Arabidopsis thaliana	Bch08G019540	Bch06G016090	UBQ11	ubiquitin 11	WAKL11	Wall-associated kinase family protein
AT1G70490	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G045850	Bch06G016090	ARFA1D	Ras-related small GTP-binding family protein	WAKL11	Wall-associated kinase family protein
AT5G17220	AT1G19390	orthologs	Arabidopsis thaliana	Bch10G025700	Bch06G016090	GSTF12	glutathione S-transferase phi 12	WAKL11	Wall-associated kinase family protein
AT2G30870	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G017530	Bch06G016090	GSTF10	glutathione S-transferase PHI 10	WAKL11	Wall-associated kinase family protein
AT4G02520	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G002040	Bch06G016090	GSTF2	glutathione S-transferase PHI 2	WAKL11	Wall-associated kinase family protein
AT1G68090	AT1G19390	orthologs	Arabidopsis thaliana	Bch02G020370	Bch06G016090	ANN5	annexin 5	WAKL11	Wall-associated kinase family protein
AT3G62250	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G059060	Bch06G016090	UBQ5	ubiquitin 5	WAKL11	Wall-associated kinase family protein
AT3G12610	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G038190	Bch06G016090	DRT100	Leucine-rich repeat (LRR) family protein	WAKL11	Wall-associated kinase family protein
AT1G02940	AT1G19390	orthologs	Arabidopsis thaliana	Bch10G002530	Bch06G016090	None	glutathione S-transferase (class phi) 5	WAKL11	Wall-associated kinase family protein
AT3G52590	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G050580	Bch06G016090	UBQ1	ubiquitin extension protein 1	WAKL11	Wall-associated kinase family protein
AT2G30860	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G017520	Bch06G016090	GSTF9	glutathione S-transferase PHI 9	WAKL11	Wall-associated kinase family protein
AT5G56000	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G013980	Bch06G016090	Hsp81.4	HEAT SHOCK PROTEIN 81.4	WAKL11	Wall-associated kinase family protein
AT5G06860	AT1G19390	orthologs	Arabidopsis thaliana	Bch10G033240	Bch06G016090	PGIP1	polygalacturonase inhibiting protein 1	WAKL11	Wall-associated kinase family protein
AT5G56010	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G013980	Bch06G016090	HSP81-3	heat shock protein 81-3	WAKL11	Wall-associated kinase family protein
AT3G12145	AT1G19390	orthologs	Arabidopsis thaliana	Bch01G044450	Bch06G016090	FLR1	Leucine-rich repeat (LRR) family protein	WAKL11	Wall-associated kinase family protein
AT2G36170	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G050580	Bch06G016090	UBQ2	60S ribosomal protein L40-1	WAKL11	Wall-associated kinase family protein
AT1G02950	AT1G19390	orthologs	Arabidopsis thaliana	Bch10G002550	Bch06G016090	None	glutathione S-transferase F4	WAKL11	Wall-associated kinase family protein
AT2G26300	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G060110	Bch06G016090	GP ALPHA 1	G protein alpha subunit 1	WAKL11	Wall-associated kinase family protein
AT1G23410	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G045950	Bch06G016090	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	WAKL11	Wall-associated kinase family protein
AT1G02930	AT1G19390	orthologs	Arabidopsis thaliana	Bch08G040400	Bch06G016090	GSTF6	glutathione S-transferase 6	WAKL11	Wall-associated kinase family protein
AT1G80080	AT1G19390	orthologs	Arabidopsis thaliana	Bch07G028460	Bch06G016090	TMM	Leucine-rich repeat (LRR) family protein	WAKL11	Wall-associated kinase family protein
AT5G37640	AT1G19390	orthologs	Arabidopsis thaliana	Bch01G040140	Bch06G016090	UBQ9	ubiquitin 9	WAKL11	Wall-associated kinase family protein
AT3G03190	AT1G19390	orthologs	Arabidopsis thaliana	Bch05G048980	Bch06G016090	GSTF11	glutathione S-transferase F11	WAKL11	Wall-associated kinase family protein
AT1G17250	AT1G19390	orthologs	Arabidopsis thaliana	Bch08G033780	Bch06G016090	RLP3	receptor like protein 3	WAKL11	Wall-associated kinase family protein
AT5G56030	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G013980	Bch06G016090	HSP81-2	heat shock protein 81-2	WAKL11	Wall-associated kinase family protein
AT1G13230	AT1G19390	orthologs	Arabidopsis thaliana	Bch06G045180	Bch06G016090	ExLRR2	Leucine-rich repeat (LRR) family protein	WAKL11	Wall-associated kinase family protein
AT2G47730	AT1G19390	orthologs	Arabidopsis thaliana	Bch03G026370	Bch06G016090	GSTF8	glutathione S-transferase phi 8	WAKL11	Wall-associated kinase family protein
AT1G23490	AT1G19390	orthologs	Arabidopsis thaliana	Bch09G045850	Bch06G016090	ARF1	ADP-ribosylation factor 1	WAKL11	Wall-associated kinase family protein
AT3G62760	AT1G19390	orthologs	Arabidopsis thaliana	Bch04G000600	Bch06G016090	ATGSTF13	Glutathione S-transferase family protein	WAKL11	Wall-associated kinase family protein
AT4G05320	AT1G19390	orthologs	Arabidopsis thaliana	Bch08G019540	Bch06G016090	UBQ10	polyubiquitin 10	WAKL11	Wall-associated kinase family protein
AT3G28890	AT1G19390	orthologs	Arabidopsis thaliana	Bch04G022630	Bch06G016090	RLP43	receptor like protein 43	WAKL11	Wall-associated kinase family protein
AT4G24190	AT1G19390	orthologs	Arabidopsis thaliana	Bch01G015890	Bch06G016090	SHD	Chaperone protein htpG family protein	WAKL11	Wall-associated kinase family protein
AT3G01420	AT1G17420	orthologs	Arabidopsis thaliana	Bch05G047820	Bch09G065180	DOX1	Peroxidase superfamily protein	LOX3	lipoxygenase 3
AT1G73680	AT1G17420	orthologs	Arabidopsis thaliana	Bch07G031760	Bch09G065180	ALPHA DOX2	microRNA ath-MIR159a precursor	LOX3	lipoxygenase 3
AT1G70170	AT1G48480	orthologs	Arabidopsis thaliana	Bch07G033310	Bch08G008300	MMP	matrix metalloproteinase	RKL1	receptor-like kinase 1
AT1G59970	AT1G48480	orthologs	Arabidopsis thaliana	Bch09G018970	Bch08G008300	AT5-MMP	Matrixin family protein	RKL1	receptor-like kinase 1
AT1G24140	AT1G48480	orthologs	Arabidopsis thaliana	Bch09G045310	Bch08G008300	AT3-MMP	Matrixin family protein	RKL1	receptor-like kinase 1
AT1G24140	AT1G50610	orthologs	Arabidopsis thaliana	Bch09G045310	Bch05G021150	AT3-MMP	Matrixin family protein	PRK5	Leucine-rich repeat protein kinase family protein
AT1G70170	AT1G50610	orthologs	Arabidopsis thaliana	Bch07G033310	Bch05G021150	MMP	matrix metalloproteinase	PRK5	Leucine-rich repeat protein kinase family protein
AT1G59970	AT1G50610	orthologs	Arabidopsis thaliana	Bch09G018970	Bch05G021150	AT5-MMP	Matrixin family protein	PRK5	Leucine-rich repeat protein kinase family protein
AT1G23490	AT3G16785	orthologs	Arabidopsis thaliana	Bch09G045850	Bch05G036600	ARF1	ADP-ribosylation factor 1	None	phospholipase D P1
AT1G70490	AT3G16785	orthologs	Arabidopsis thaliana	Bch09G045850	Bch05G036600	ARFA1D	Ras-related small GTP-binding family protein	None	phospholipase D P1
AT1G70170	AT3G28450	orthologs	Arabidopsis thaliana	Bch07G033310	Bch02G044680	MMP	matrix metalloproteinase	BIR2	Leucine-rich repeat protein kinase family protein
AT1G24140	AT3G28450	orthologs	Arabidopsis thaliana	Bch09G045310	Bch02G044680	AT3-MMP	Matrixin family protein	BIR2	Leucine-rich repeat protein kinase family protein
AT1G59970	AT3G28450	orthologs	Arabidopsis thaliana	Bch09G018970	Bch02G044680	AT5-MMP	Matrixin family protein	BIR2	Leucine-rich repeat protein kinase family protein
AT1G17250	AT3G25490	orthologs	Arabidopsis thaliana	Bch08G033780	Bch07G017500	RLP3	receptor like protein 3	None	Protein kinase family protein
AT2G30860	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G017500	GSTF9	glutathione S-transferase PHI 9	None	Protein kinase family protein
AT5G03240	AT3G25490	orthologs	Arabidopsis thaliana	Bch10G036360	Bch07G017500	UBQ3	polyubiquitin 3	None	Protein kinase family protein
AT5G56010	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G017500	HSP81-3	heat shock protein 81-3	None	Protein kinase family protein
AT3G23010	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G006840	Bch07G017500	RLP36	receptor like protein 36	None	Protein kinase family protein
AT4G05050	AT3G25490	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G017500	UBQ11	ubiquitin 11	None	Protein kinase family protein
AT1G80080	AT3G25490	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G017500	TMM	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT1G68090	AT3G25490	orthologs	Arabidopsis thaliana	Bch02G020370	Bch07G017500	ANN5	annexin 5	None	Protein kinase family protein
AT1G02930	AT3G25490	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G017500	GSTF6	glutathione S-transferase 6	None	Protein kinase family protein
AT2G30870	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G017500	GSTF10	glutathione S-transferase PHI 10	None	Protein kinase family protein
AT2G47730	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G017500	GSTF8	glutathione S-transferase phi 8	None	Protein kinase family protein
AT4G02520	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G017500	GSTF2	glutathione S-transferase PHI 2	None	Protein kinase family protein
AT3G28890	AT3G25490	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G017500	RLP43	receptor like protein 43	None	Protein kinase family protein
AT4G05320	AT3G25490	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G017500	UBQ10	polyubiquitin 10	None	Protein kinase family protein
AT2G02930	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G017500	GSTF3	glutathione S-transferase F3	None	Protein kinase family protein
AT5G17220	AT3G25490	orthologs	Arabidopsis thaliana	Bch10G025700	Bch07G017500	GSTF12	glutathione S-transferase phi 12	None	Protein kinase family protein
AT1G13230	AT3G25490	orthologs	Arabidopsis thaliana	Bch06G045180	Bch07G017500	ExLRR2	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT2G42800	AT3G25490	orthologs	Arabidopsis thaliana	Bch05G003450	Bch07G017500	RLP29	receptor like protein 29	None	Protein kinase family protein
AT1G02920	AT3G25490	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G017500	GSTF7	glutathione S-transferase 7	None	Protein kinase family protein
AT2G36170	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G017500	UBQ2	60S ribosomal protein L40-1	None	Protein kinase family protein
AT3G03190	AT3G25490	orthologs	Arabidopsis thaliana	Bch05G048980	Bch07G017500	GSTF11	glutathione S-transferase F11	None	Protein kinase family protein
AT1G70490	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G017500	ARFA1D	Ras-related small GTP-binding family protein	None	Protein kinase family protein
AT1G74200	AT3G25490	orthologs	Arabidopsis thaliana	Bch07G031560	Bch07G017500	RLP16	receptor like protein 16	None	Protein kinase family protein
AT1G49860	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G010940	Bch07G017500	GSTF14	glutathione S-transferase (class phi) 14	None	Protein kinase family protein
AT1G02950	AT3G25490	orthologs	Arabidopsis thaliana	Bch10G002550	Bch07G017500	None	glutathione S-transferase F4	None	Protein kinase family protein
AT1G02940	AT3G25490	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G017500	None	glutathione S-transferase (class phi) 5	None	Protein kinase family protein
AT5G06870	AT3G25490	orthologs	Arabidopsis thaliana	Bch10G033220	Bch07G017500	PGIP2	polygalacturonase inhibiting protein 2	None	Protein kinase family protein
AT3G62250	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G017500	UBQ5	ubiquitin 5	None	Protein kinase family protein
AT4G24190	AT3G25490	orthologs	Arabidopsis thaliana	Bch01G015890	Bch07G017500	SHD	Chaperone protein htpG family protein	None	Protein kinase family protein
AT1G17240	AT3G25490	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G017500	None	receptor like protein 2	None	Protein kinase family protein
AT5G37640	AT3G25490	orthologs	Arabidopsis thaliana	Bch01G040140	Bch07G017500	UBQ9	ubiquitin 9	None	Protein kinase family protein
AT3G12610	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G038190	Bch07G017500	DRT100	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT5G52640	AT3G25490	orthologs	Arabidopsis thaliana	Bch02G014580	Bch07G017500	HSP90.1	heat shock-like protein	None	Protein kinase family protein
AT3G12145	AT3G25490	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G017500	FLR1	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT5G06860	AT3G25490	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G017500	PGIP1	polygalacturonase inhibiting protein 1	None	Protein kinase family protein
AT2G26300	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G017500	GP ALPHA 1	G protein alpha subunit 1	None	Protein kinase family protein
AT5G56000	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G017500	Hsp81.4	HEAT SHOCK PROTEIN 81.4	None	Protein kinase family protein
AT3G62760	AT3G25490	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G017500	ATGSTF13	Glutathione S-transferase family protein	None	Protein kinase family protein
AT5G56030	AT3G25490	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G017500	HSP81-2	heat shock protein 81-2	None	Protein kinase family protein
AT1G23490	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G017500	ARF1	ADP-ribosylation factor 1	None	Protein kinase family protein
AT4G02890	AT3G25490	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G017500	UBQ14	Ubiquitin family protein	None	Protein kinase family protein
AT2G47110	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G017500	UBQ6	ubiquitin 6	None	Protein kinase family protein
AT1G23410	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G045950	Bch07G017500	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	None	Protein kinase family protein
AT3G52590	AT3G25490	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G017500	UBQ1	ubiquitin extension protein 1	None	Protein kinase family protein
AT1G24140	AT3G14350	orthologs	Arabidopsis thaliana	Bch09G045310	Bch05G038930	AT3-MMP	Matrixin family protein	SRF7	STRUBBELIG-receptor family 7
AT1G70170	AT3G14350	orthologs	Arabidopsis thaliana	Bch07G033310	Bch05G038930	MMP	matrix metalloproteinase	SRF7	STRUBBELIG-receptor family 7
AT1G59970	AT3G14350	orthologs	Arabidopsis thaliana	Bch09G018970	Bch05G038930	AT5-MMP	Matrixin family protein	SRF7	STRUBBELIG-receptor family 7
AT3G01420	AT3G22400	orthologs	Arabidopsis thaliana	Bch05G047820	Bch05G029820	DOX1	Peroxidase superfamily protein	LOX5	PLAT/LH2 domain-containing lipoxygenase family protein
AT1G73680	AT3G22400	orthologs	Arabidopsis thaliana	Bch07G031760	Bch05G029820	ALPHA DOX2	microRNA ath-MIR159a precursor	LOX5	PLAT/LH2 domain-containing lipoxygenase family protein
AT1G24140	AT3G17840	orthologs	Arabidopsis thaliana	Bch09G045310	Bch01G040460	AT3-MMP	Matrixin family protein	RLK902	receptor-like kinase 902
AT1G59970	AT3G17840	orthologs	Arabidopsis thaliana	Bch09G018970	Bch01G040460	AT5-MMP	Matrixin family protein	RLK902	receptor-like kinase 902
